ID,ZoneName,AreaName_lang,ContinentID
3703,ShattrathCity,Shattrath City,530
3704,TheShepherdsGate,The Shepherd's Gate,530
3705,TelaariBasin,Telaari Basin,530
3706,TheDarkPortal,The Dark Portal,269
3707,AllianceBase,Alliance Base,534
3708,HordeEncampment,Horde Encampment,534
3709,NightElfVillage,Night Elf Village,534
3710,Nordrassil,Nordrassil,534
3711,SholazarBasin,Sholazar Basin,571
3712,Area52,Area 52,530
3713,TheBloodFurnace,The Blood Furnace,542
3714,TheShatteredHalls,The Shattered Halls,540
3715,TheSteamvault,The Steamvault,545
3716,TheUnderbog,The Underbog,546
3717,TheSlavePens,The Slave Pens,547
3718,SwampratPost,Swamprat Post,530
3719,BleedingHollowRuins,Bleeding Hollow Ruins,530
3720,TwinSpireRuins,Twin Spire Ruins,530
3721,TheCrumblingWaste,The Crumbling Waste,530
3722,ManaforgeAra,Manaforge Ara,530
3723,ArklonRuins,Arklon Ruins,530
3724,Cosmowrench,Cosmowrench,530
3725,RuinsofEnkaat,Ruins of Enkaat,530
3726,ManaforgeBnaar,Manaforge B'naar,530
3727,TheScrapField,The Scrap Field,530
3728,TheVortexFields,The Vortex Fields,530
3729,TheHeap,The Heap,530
3730,ManaforgeCoruu,Manaforge Coruu,530
3731,TheTempestRift,The Tempest Rift,530
3732,KirinVarVillage,Kirin'Var Village,530
3733,TheVioletTower,The Violet Tower,530
3734,ManaforgeDuro,Manaforge Duro,530
3735,VoidwindPlateau,Voidwind Plateau,530
3736,ManaforgeUltris,Manaforge Ultris,530
3737,CelestialRidge,Celestial Ridge,530
3738,TheStormspire,The Stormspire,530
3739,ForgeBaseOblivion,Forge Base: Oblivion,530
3740,ForgeBaseGehenna,Forge Base: Gehenna,530
3741,RuinsofFarahlon,Ruins of Farahlon,530
3742,SocretharsSeat,Socrethar's Seat,530
3743,LegionHold,Legion Hold,530
3744,ShadowmoonVillage,Shadowmoon Village,530
3745,WildhammerStronghold,Wildhammer Stronghold,530
3746,TheHandofGuldan,The Hand of Gul'dan,530
3747,TheFelPits,The Fel Pits,530
3748,TheDeathforge,The Deathforge,530
3749,CoilskarCistern,Coilskar Cistern,530
3750,CoilskarPoint,Coilskar Point,530
3751,SunfirePoint,Sunfire Point,530
3752,IllidariPoint,Illidari Point,530
3753,RuinsofBaari,Ruins of Baa'ri,530
3754,AltarofShatar,Altar of Sha'tar,530
3755,TheStairofDoom,The Stair of Doom,530
3756,RuinsofKarabor,Ruins of Karabor,530
3757,Ata'malTerrace,Ata'mal Terrace,530
3758,NetherwingFields,Netherwing Fields,530
3759,NetherwingLedge,Netherwing Ledge,530
3760,TheBarrierHills,The Barrier Hills,530
3761,TheHighPath,The High Path,530
3762,WindyreedPass,Windyreed Pass,530
3763,ZangarRidge,Zangar Ridge,530
3764,TheTwilightRidge,The Twilight Ridge,530
3765,RazorthornTrail,Razorthorn Trail,530
3766,OreborHarborage,Orebor Harborage,530
3767,BladesRun,Blades' Run,530
3768,JaggedRidge,Jagged Ridge,530
3769,ThunderlordStronghold,Thunderlord Stronghold,530
3770,BladeToothCanyon,Blade Tooth Canyon,530
3771,TheLivingGrove,The Living Grove,530
3772,Sylvanaar,Sylvanaar,530
3773,BladespireHold,Bladespire Hold,530
3774,GruulsLair,Gruul's Lair,530
3775,CircleofBlood,Circle of Blood,530
3776,BloodmaulOutpost,Bloodmaul Outpost,530
3777,BloodmaulCamp,Bloodmaul Camp,530
3778,DraenethystMine,Draenethyst Mine,530
3779,TrogmasClaim,Trogma's Claim,530
3780,BlackwingCoven,Blackwing Coven,530
3781,Grishnath,Grishnath,530
3782,VeilLashh,Veil Lashh,530
3783,VeilVekh,Veil Vekh,530
3784,ForgeCampTerror,Forge Camp: Terror,530
3785,ForgeCampWrath,Forge Camp: Wrath,530
3786,Ogrila,Ogri'la,530
3787,ForgeCampAnger,Forge Camp: Anger,530
3788,TheLowPath,The Low Path,530
3789,ShadowLabyrinth,Shadow Labyrinth,555
3790,AuchenaiCrypts,Auchenai Crypts,558
3791,SethekkHalls,Sethekk Halls,556
3792,ManaTombs,Mana-Tombs,557
3793,FelsparkRavine,Felspark Ravine,530
3794,ValleyofBones,Valley of Bones,530
3795,Sha'naariWastes,Sha'naari Wastes,530
3796,TheWarpFields,The Warp Fields,530
3797,FallenSkyRidge,Fallen Sky Ridge,530
3798,Haal'eshiGorge,Haal'eshi Gorge,530
3799,StonewallCanyon,Stonewall Canyon,530
3800,ThornfangHill,Thornfang Hill,530
3801,MagharGrounds,Mag'har Grounds,530
3802,VoidRidge,Void Ridge,530
3803,TheAbyssalShelf,The Abyssal Shelf,530
3804,TheLegionFront,The Legion Front,530
3805,ZulAman,Zul'Aman,568
3806,SupplyCaravan,Supply Caravan,530
3807,Reaver'sFall,Reaver's Fall,530
3808,CenarionPost,Cenarion Post,530
3809,SouthernRampart,Southern Rampart,530
3810,NorthernRampart,Northern Rampart,530
3811,Gor'gazOutpost,Gor'gaz Outpost,530
3812,SpinebreakerPost,Spinebreaker Post,530
3813,ThePathofAnguish,The Path of Anguish,530
3814,EastSupplyCaravan,East Supply Caravan,530
3815,ExpeditionPoint,Expedition Point,530
3816,ZeppelinCrash,Zeppelin Crash,530
3817,Testing,Testing,13
3818,BloodscaleGrounds,Bloodscale Grounds,530
3819,DarkcrestEnclave,Darkcrest Enclave,530
3820,EyeoftheStorm,Eye of the Storm,566
3821,Warden'sCage,Warden's Cage,530
3822,EclipsePoint,Eclipse Point,530
3823,IsleofTribulations,Isle of Tribulations,530
3824,BloodmaulRavine,Bloodmaul Ravine,530
3825,DragonsEnd,Dragons' End,530
3826,DaggermawCanyon,Daggermaw Canyon,530
3827,VekhaarStand,Vekhaar Stand,530
3828,RuuanWeald,Ruuan Weald,530
3829,VeilRuuan,Veil Ruuan,530
3830,RavensWood,Raven's Wood,530
3831,DeathsDoor,Death's Door,530
3832,VortexSummit,Vortex Summit,530
3833,RazorRidge,Razor Ridge,530
3834,RidgeofMadness,Ridge of Madness,530
3835,DustquillRavine,Dustquill Ravine,530
3836,MagtheridonsLair,Magtheridon's Lair,544
3837,SunfuryHold,Sunfury Hold,530
3838,SpinebreakerMountains,Spinebreaker Mountains,530
3839,AbandonedArmory,Abandoned Armory,530
3840,BlackTemple,The Black Temple,530
3841,DarkcrestShore,Darkcrest Shore,530
3842,TempestKeepNetherstorm,Tempest Keep,530
3844,MoknathalVillage,Mok'Nathal Village,530
3845,TempestKeep,Tempest Keep,550
3846,TheArcatraz,The Arcatraz,530
3847,TheBotanica,The Botanica,553
3848,TheArcatraz,The Arcatraz,552
3849,TheMechanar,The Mechanar,554
3850,Netherstone,Netherstone,530
3851,MidrealmPost,Midrealm Post,530
3852,Tuluman'sLanding,Tuluman's Landing,530
3854,ProtectorateWatchPost,Protectorate Watch Post,530
3855,CircleofBloodArena,Circle of Blood Arena,530
3856,ElrendarCrossing,Elrendar Crossing,530
3857,AmmenFord,Ammen Ford,530
3858,RazorthornShelf,Razorthorn Shelf,530
3859,SilmyrLake,Silmyr Lake,530
3860,RaastokGlade,Raastok Glade,530
3861,ThalassianPass,Thalassian Pass,530
3862,ChurningGulch,Churning Gulch,530
3863,BrokenWilds,Broken Wilds,530
3864,Bash'irLanding,Bash'ir Landing,530
3865,CrystalSpine,Crystal Spine,530
3866,Skald,Skald,530
3867,BladedGulch,Bladed Gulch,530
3868,GyroPlankBridge,Gyro-Plank Bridge,530
3869,MageTower,Mage Tower,566
3870,BloodElfTower,Blood Elf Tower,566
3871,DraeneiRuins,Draenei Ruins,566
3872,FelReaverRuins,Fel Reaver Ruins,566
3873,TheProvingGrounds,The Proving Grounds,530
3874,EcoDomeFarfield,Eco-Dome Farfield,530
3875,EcoDomeSkyperch,Eco-Dome Skyperch,530
3876,EcoDomeSutheron,Eco-Dome Sutheron,530
3877,EcoDomeMidrealm,Eco-Dome Midrealm,530
3878,EthereumStagingGrounds,Ethereum Staging Grounds,530
3879,ChapelYard,Chapel Yard,530
3880,AccessShaftZeon,Access Shaft Zeon,530
3881,TrelleumMine,Trelleum Mine,530
3882,InvasionPointDestroyer,Invasion Point: Destroyer,530
3883,CampofBoom,Camp of Boom,530
3884,SpinebreakerPass,Spinebreaker Pass,530
3885,NetherwebRidge,Netherweb Ridge,530
3886,DerelictCaravan,Derelict Caravan,530
3887,RefugeeCaravan,Refugee Caravan,530
3888,ShadowTomb,Shadow Tomb,530
3889,VeilRhaze,Veil Rhaze,530
3890,TombofLights,Tomb of Lights,530
3891,CarrionHill,Carrion Hill,530
3892,WrithingMound,Writhing Mound,530
3893,RingofObservance,Ring of Observance,530
3894,AuchenaiGrounds,Auchenai Grounds,530
3895,CenarionWatchpost,Cenarion Watchpost,530
3896,AldorRise,Aldor Rise,530
3897,TerraceofLight,Terrace of Light,530
3898,ScryersTier,Scryer's Tier,530
3899,LowerCity,Lower City,530
3900,InvasionPointOverlord,Invasion Point: Overlord,530
3901,AllerianPost,Allerian Post,530
3902,StonebreakerCamp,Stonebreaker Camp,530
3903,Boulder'mok,Boulder'mok,530
3904,CursedHollow,Cursed Hollow,530
3905,CoilfangReservoir,Coilfang Reservoir,530
3906,TheBloodwash,The Bloodwash,530
3907,VeridianPoint,Veridian Point,530
3908,Middenvale,Middenvale,530
3909,TheLostFold,The Lost Fold,530
3910,Mystwood,Mystwood,530
3911,TranquilShore,Tranquil Shore,530
3912,GoldenboughPass,Goldenbough Pass,530
3913,RunestoneFalithas,Runestone Falithas,530
3914,RunestoneShandor,Runestone Shan'dor,530
3915,FairbridgeStrand,Fairbridge Strand,530
3916,MoongrazeWoods,Moongraze Woods,530
3917,Auchindoun,Auchindoun,530
3918,ToshleysStation,Toshley's Station,530
3919,SingingRidge,Singing Ridge,530
3920,ShatterPoint,Shatter Point,530
3921,ArklonisRidge,Arklonis Ridge,530
3922,BladespireOutpost,Bladespire Outpost,530
3923,GruulsLair,Gruul's Lair,565
3924,NorthmaulTower,Northmaul Tower,530
3925,SouthmaulTower,Southmaul Tower,530
3926,ShatteredPlains,Shattered Plains,530
3927,OronoksFarm,Oronok's Farm,530
3928,TheAltarofDamnation,The Altar of Damnation,530
3929,ThePathofConquest,The Path of Conquest,530
3930,EclipsionFields,Eclipsion Fields,530
3931,BladespireGrounds,Bladespire Grounds,530
3932,SkethlonBaseCamp,Sketh'lon Base Camp,530
3933,SkethlonWreckage,Sketh'lon Wreckage,530
3934,TownSquare,Town Square,530
3935,WizardRow,Wizard Row,530
3936,DeathforgeTower,Deathforge Tower,530
3937,SlagWatch,Slag Watch,530
3938,SanctumoftheStars,Sanctum of the Stars,530
3939,DragonmawFortress,Dragonmaw Fortress,530
3940,TheFetidPool,The Fetid Pool,530
3941,Test,Test,530
3942,RazaansLanding,Razaan's Landing,530
3943,InvasionPointCataclysm,Invasion Point: Cataclysm,530
3944,TheAltarofShadows,The Altar of Shadows,530
3945,NetherwingPass,Netherwing Pass,530
3946,WaynesRefuge,Wayne's Refuge,530
3947,TheScaldingPools,The Scalding Pools,530
3948,BrianandPatTest,Brian and Pat Test,451
3949,MagmaFields,Magma Fields,530
3950,CrimsonWatch,Crimson Watch,530
3951,Evergrove,Evergrove,530
3952,WyrmskullBridge,Wyrmskull Bridge,530
3953,ScalewingShelf,Scalewing Shelf,530
3954,WyrmskullTunnel,Wyrmskull Tunnel,530
3955,HellfireBasin,Hellfire Basin,530
3956,TheShadowStair,The Shadow Stair,530
3957,Sha'tariOutpost,Sha'tari Outpost,530
3958,Sha'tariBaseCamp,Sha'tari Base Camp,530
3959,BlackTemple,Black Temple,564
3960,Soulgrinder'sBarrow,Soulgrinder's Barrow,530
3961,SorrowWingPoint,Sorrow Wing Point,530
3962,Vim'gol'sCircle,Vim'gol's Circle,530
3963,DragonspineRidge,Dragonspine Ridge,530
3964,SkyguardOutpost,Skyguard Outpost,530
3965,NetherwingMines,Netherwing Mines,530
3966,DragonmawBaseCamp,Dragonmaw Base Camp,530
3967,DragonmawSkyway,Dragonmaw Skyway,530
3968,RuinsofLordaeronPvP,Ruins of Lordaeron,572
3969,RivendarksPerch,Rivendark's Perch,530
3970,ObsidiasPerch,Obsidia's Perch,530
3971,InsidionsPerch,Insidion's Perch,530
3972,FurywingsPerch,Furywing's Perch,530
3973,BlackwindLanding,Blackwind Landing,530
3974,VeilHarr'ik,Veil Harr'ik,530
3975,Terokk'sRest,Terokk's Rest,530
3976,VeilAlarak,Veil Ala'rak,530
3977,UpperVeilShil'ak,Upper Veil Shil'ak,530
3978,LowerVeilShil'ak,Lower Veil Shil'ak,530
3979,TheFrozenSea,The Frozen Sea,571
3980,DaggercapBay,Daggercap Bay,571
3981,Valgarde,Valgarde,571
3982,WyrmskullVillage,Wyrmskull Village,571
3983,UtgardeKeep,Utgarde Keep,571
3984,Nifflevar,Nifflevar,571
3985,FallsofYmiron,Falls of Ymiron,571
3986,EchoReach,Echo Reach,571
3987,TheIsleofSpears,The Isle of Spears,571
3988,Kamagua,Kamagua,571
3989,GarvansReef,Garvan's Reef,571
3990,ScalawagPoint,Scalawag Point,571
3991,NewAgamand,New Agamand,571
3992,TheAncientLift,The Ancient Lift,571
3993,WestguardTurret,Westguard Turret,571
3994,Halgrind,Halgrind,571
3995,TheLaughingStand,The Laughing Stand,571
3996,BaelgunsExcavationSite,Baelgun's Excavation Site,571
3997,ExplorersLeagueOutpost,Explorers' League Outpost,571
3998,WestguardKeep,Westguard Keep,571
3999,SteelGate,Steel Gate,571
4000,VengeanceLanding,Vengeance Landing,571
4001,Baleheim,Baleheim,571
4002,Skorn,Skorn,571
4003,FortWildervar,Fort Wildervar,571
4004,VilepreyVillage,Vileprey Village,571
4005,IvaldsRuin,Ivald's Ruin,571
4006,Gjalerbron,Gjalerbron,571
4007,TomboftheLostKings,Tomb of the Lost Kings,571
4008,Shartuul'sTransporter,Shartuul's Transporter,530
4009,IllidariTrainingGrounds,Illidari Training Grounds,564
4010,Mudsprocket,Mudsprocket,1
4018,CampWinterhoof,Camp Winterhoof,571
4019,DevelopmentLand,Development Land,451
4020,MightstoneQuarry,Mightstone Quarry,571
4021,BloodsporePlains,Bloodspore Plains,571
4022,Gammoth,Gammoth,571
4023,AmberLedge,Amber Ledge,571
4024,Coldarra,Coldarra,571
4025,TheWestrift,The Westrift,571
4026,TheTransitusStair,The Transitus Stair,571
4027,CoastofEchoes,Coast of Echoes,571
4028,RiplashStrand,Riplash Strand,571
4029,RiplashRuins,Riplash Ruins,571
4030,CoastofIdols,Coast of Idols,571
4031,Palea,Pal'ea,571
4032,ValianceKeep,Valiance Keep,571
4033,WinterfinVillage,Winterfin Village,571
4034,TheBoreanWall,The Borean Wall,571
4035,TheGeyserFields,The Geyser Fields,571
4036,FizzcrankPumpingStation,Fizzcrank Pumping Station,571
4037,Taunka'leVillage,Taunka'le Village,571
4038,MagnamothCaverns,Magnamoth Caverns,571
4039,ColdrockQuarry,Coldrock Quarry,571
4040,NjordsBreathBay,Njord's Breath Bay,571
4041,Kaskala,Kaskala,571
4042,Transborea,Transborea,571
4043,TheFloodPlains,The Flood Plains,571
4046,DirehornPost,Direhorn Post,1
4047,NatsLanding,Nat's Landing,1
4048,EmberClutch,Ember Clutch,571
4049,TabethasFarm,Tabetha's Farm,1
4050,DerelictStrand,Derelict Strand,571
4051,TheFrozenGlade,The Frozen Glade,571
4052,TheVibrantGlade,The Vibrant Glade,571
4053,TheTwistedGlade,The Twisted Glade,571
4054,Rivenwood,Rivenwood,571
4055,CaldemereLake,Caldemere Lake,571
4056,UtgardeCatacombs,Utgarde Catacombs,571
4057,ShieldHill,Shield Hill,571
4058,LakeCauldros,Lake Cauldros,571
4059,CauldrosIsle,Cauldros Isle,571
4060,BleedingVale,Bleeding Vale,571
4061,GiantsRun,Giants' Run,571
4062,ApothecaryCamp,Apothecary Camp,571
4063,EmberSpearTower,Ember Spear Tower,571
4064,ShatteredStraits,Shattered Straits,571
4065,Gjalerhorn,Gjalerhorn,571
4066,FrostbladePeak,Frostblade Peak,571
4067,PlaguewoodTower,Plaguewood Tower,0
4068,WestSpearTower,West Spear Tower,571
4069,NorthSpearTower,North Spear Tower,571
4070,ChillmereCoast,Chillmere Coast,571
4071,WhisperGulch,Whisper Gulch,571
4072,Subzone,Sub zone,451
4073,Winter'sTerrace,Winter's Terrace,571
4074,TheWakingHalls,The Waking Halls,571
4075,SunwellPlateau,Sunwell Plateau,580
4076,ReuseMe7,Reuse Me 7,598
4077,Sorlof'sStrand,Sorlof's Strand,571
4078,RazorthornRise,Razorthorn Rise,530
4079,FrostbladePass,Frostblade Pass,571
4080,IsleofQuelDanas,Isle of Quel'Danas,530
4081,TheDawnchaser,The Dawnchaser,530
4082,TheSin'loren,The Sin'loren,530
4083,Silvermoon'sPride,Silvermoon's Pride,530
4084,TheBloodoath,The Bloodoath,530
4085,ShatteredSunStagingArea,Shattered Sun Staging Area,530
4086,Sun'sReachSanctum,Sun's Reach Sanctum,530
4087,Sun'sReachHarbor,Sun's Reach Harbor,530
4088,Sun'sReachArmory,Sun's Reach Armory,530
4089,DawnstarVillage,Dawnstar Village,530
4090,TheDawningSquare,The Dawning Square,530
4091,GreengillCoast,Greengill Coast,530
4092,TheDeadScar,The Dead Scar,530
4093,TheSunForge,The Sun Forge,530
4094,SunwellPlateau,Sunwell Plateau,530
4095,Magisters'Terrace,Magisters' Terrace,530
4096,Clayton'sWoWEditLand,Claytön's WoWEdit Land,451
4097,WinterfinCaverns,Winterfin Caverns,571
4098,GlimmerBay,Glimmer Bay,571
4099,WinterfinRetreat,Winterfin Retreat,571
4100,CoTStratholme,The Culling of Stratholme,595
4101,SandsofNasam,Sands of Nasam,571
4102,Krom'sLanding,Krom's Landing,571
4103,Nasam'sTalon,Nasam's Talon,571
4104,EchoCove,Echo Cove,571
4105,BerylPoint,Beryl Point,571
4106,Garrosh'sLanding,Garrosh's Landing,571
4107,WarsongJetty,Warsong Jetty,571
4108,FizzcrankAirstrip,Fizzcrank Airstrip,571
4109,LakeKum'uya,Lake Kum'uya,571
4110,FarshireFields,Farshire Fields,571
4111,Farshire,Farshire,571
4112,FarshireLighthouse,Farshire Lighthouse,571
4113,Unu'pe,Unu'pe,571
4114,Death'sStand,Death's Stand,571
4115,TheAbandonedReach,The Abandoned Reach,571
4116,ScaldingPools,Scalding Pools,571
4117,SteamSprings,Steam Springs,571
4118,Talramas,Talramas,571
4119,FesteringPools,Festering Pools,571
4120,TheNexus,The Nexus,571
4121,TransitusShield,Transitus Shield,571
4122,Bor'gorokOutpost,Bor'gorok Outpost,571
4123,Magmoth,Magmoth,571
4124,TheDensofDying,The Dens of Dying,571
4125,TempleCityofEn'kilah,Temple City of En'kilah,571
4126,TheWailingZiggurat,The Wailing Ziggurat,571
4127,Steeljaw'sCaravan,Steeljaw's Caravan,571
4128,Naxxanar,Naxxanar,571
4129,WarsongHold,Warsong Hold,571
4130,PlainsofNasam,Plains of Nasam,571
4131,MagistersTerrace,Magisters' Terrace,585
4132,RuinsofEldra'nath,Ruins of Eldra'nath,571
4133,CharredRise,Charred Rise,571
4134,BlisteringPool,Blistering Pool,571
4135,SpireofBlood,Spire of Blood,571
4136,SpireofDecay,Spire of Decay,571
4137,SpireofPain,Spire of Pain,571
4138,FrozenReach,Frozen Reach,571
4139,ParhelionPlaza,Parhelion Plaza,580
4140,TheDeadScar,The Dead Scar,580
4141,Torp'sFarm,Torp's Farm,571
4142,WarsongGranary,Warsong Granary,571
4143,WarsongSlaughterhouse,Warsong Slaughterhouse,571
4144,WarsongFarmsOutpost,Warsong Farms Outpost,571
4145,WestPointStation,West Point Station,571
4146,NorthPointStation,North Point Station,571
4147,MidPointStation,Mid Point Station,571
4148,SouthPointStation,South Point Station,571
4149,D.E.H.T.A.Encampment,D.E.H.T.A. Encampment,571
4150,Kaw'sRoost,Kaw's Roost,571
4151,WestwindRefugeeCamp,Westwind Refugee Camp,571
4152,Moa'kiHarbor,Moa'ki Harbor,571
4153,Indu'leVillage,Indu'le Village,571
4154,SnowfallGlade,Snowfall Glade,571
4155,TheHalfShell,The Half Shell,571
4156,SurgeNeedle,Surge Needle,571
4157,MoonrestGardens,Moonrest Gardens,571
4158,Stars'Rest,Stars' Rest,571
4159,WestfallBrigadeEncampment,Westfall Brigade Encampment,571
4160,LothalorWoodlands,Lothalor Woodlands,571
4161,WyrmrestTemple,Wyrmrest Temple,571
4162,IcemistFalls,Icemist Falls,571
4163,IcemistVillage,Icemist Village,571
4164,ThePitofNarjun,The Pit of Narjun,571
4165,Agmar'sHammer,Agmar's Hammer,571
4166,LakeIndu'le,Lake Indu'le,571
4167,ObsidianDragonshrine,Obsidian Dragonshrine,571
4168,RubyDragonshrine,Ruby Dragonshrine,571
4169,FordragonHold,Fordragon Hold,571
4170,Kor'kronVanguard,Kor'kron Vanguard,571
4171,TheCourtofSkulls,The Court of Skulls,571
4172,AngrathartheWrathgate,Angrathar the Wrathgate,571
4173,Galakrond'sRest,Galakrond's Rest,571
4174,TheWickedCoil,The Wicked Coil,571
4175,BronzeDragonshrine,Bronze Dragonshrine,571
4176,TheMirrorofDawn,The Mirror of Dawn,571
4177,WintergardeKeep,Wintergarde Keep,571
4178,WintergardeMine,Wintergarde Mine,571
4179,EmeraldDragonshrine,Emerald Dragonshrine,571
4180,NewHearthglen,New Hearthglen,571
4181,Crusader'sLanding,Crusader's Landing,571
4182,Sinner'sFolly,Sinner's Folly,571
4183,AzureDragonshrine,Azure Dragonshrine,571
4184,PathoftheTitans,Path of the Titans,571
4185,TheForgottenShore,The Forgotten Shore,571
4186,Venomspite,Venomspite,571
4187,TheCrystalVice,The Crystal Vice,571
4188,TheCarrionFields,The Carrion Fields,571
4189,OnslaughtBaseCamp,Onslaught Base Camp,571
4190,Thorson'sPost,Thorson's Post,571
4191,Light'sTrust,Light's Trust,571
4192,FrostmourneCavern,Frostmourne Cavern,571
4193,ScarletPoint,Scarlet Point,571
4194,Jintha'kalar,Jintha'kalar,571
4195,IceHeartCavern,Ice Heart Cavern,571
4196,DrakTharonKeep,Drak'Tharon Keep,600
4197,Wintergrasp,Wintergrasp,571
4198,Kili'ua'sAtoll,Kili'ua's Atoll,571
4199,Silverbrook,Silverbrook,571
4200,Vordrassil'sHeart,Vordrassil's Heart,571
4201,Vordrassil's Tears,Vordrassil's Tears,571
4202,Vordrassil'sTears,Vordrassil's Tears,571
4203,Vordrassil'sLimb,Vordrassil's Limb,571
4204,AmberpineLodge,Amberpine Lodge,571
4205,SolsticeVillage,Solstice Village,571
4206,ConquestHold,Conquest Hold,571
4207,Voldrune,Voldrune,571
4208,GraniteSprings,Granite Springs,571
4209,Zeb'Halak,Zeb'Halak,571
4210,Drak'TharonKeep,Drak'Tharon Keep,571
4211,CampOneqwah,Camp Oneqwah,571
4212,EastwindShore,Eastwind Shore,571
4213,BrokenBluffs,The Broken Bluffs,571
4214,BoulderHills,Boulder Hills,571
4215,RageFangShrine,Rage Fang Shrine,571
4216,Drakil'jinRuins,Drakil'jin Ruins,571
4217,BlackriverLoggingCamp,Blackriver Logging Camp,571
4218,Heart'sBloodShrine,Heart's Blood Shrine,571
4219,HollowstoneMine,Hollowstone Mine,571
4220,DunArgol,Dun Argol,571
4221,ThorModan,Thor Modan,571
4222,BlueSkyLoggingGrounds,Blue Sky Logging Grounds,571
4223,MawofNeltharion,Maw of Neltharion,571
4224,TheBrinyPinnacle,The Briny Pinnacle,571
4225,GlitteringStrand,Glittering Strand,571
4226,Iskaal,Iskaal,571
4227,Dragon'sFall,Dragon's Fall,571
4228,Nexus80,The Oculus,578
4229,Prospector'sPoint,Prospector's Point,571
4230,ColdwindHeights,Coldwind Heights,571
4231,RedwoodTradingPost,Redwood Trading Post,571
4232,VengeancePass,Vengeance Pass,571
4233,Dawn'sReach,Dawn's Reach,571
4234,Naxxramas,Naxxramas,571
4235,HeartwoodTradingPost,Heartwood Trading Post,571
4236,EvergreenTradingPost,Evergreen Trading Post,571
4237,SprucePointPost,Spruce Point Post,571
4238,WhitePineTradingPost,White Pine Trading Post,571
4239,AspenGrovePost,Aspen Grove Post,571
4240,Forest'sEdgePost,Forest's Edge Post,571
4241,EldritchHeights,Eldritch Heights,571
4242,VentureBay,Venture Bay,571
4243,WintergardeCrypt,Wintergarde Crypt,571
4244,BloodmoonIsle,Bloodmoon Isle,571
4245,ShadowfangTower,Shadowfang Tower,571
4246,WintergardeMausoleum,Wintergarde Mausoleum,571
4247,DuskhowlDen,Duskhowl Den,571
4248,ConquestPit,The Conquest Pit,571
4249,ThePathofIron,The Path of Iron,571
4250,RuinsofTethys,Ruins of Tethys,571
4251,SilverbrookHills,Silverbrook Hills,571
4252,TheBrokenBluffs,The Broken Bluffs,571
4253,7thLegionFront,7th Legion Front,571
4254,TheDragonWastes,The Dragon Wastes,571
4255,Drak'Zin,Ruins of Drak'Zin,571
4256,Drak'MarLake,Drak'Mar Lake,571
4257,DragonspineTributary,Dragonspine Tributary,571
4258,TheNorthSeaNorthrend,The North Sea,571
4259,Thorvald'sCamp,Drak'ural,571
4260,Thorvald'sCamp,Thorvald's Camp,571
4261,GhostbladePost,Ghostblade Post,571
4262,AshwoodPost,Ashwood Post,571
4263,Lydell'sAmbush,Lydell's Ambush,571
4264,Ulduar77,Halls of Stone,599
4265,TheNexus,The Nexus,576
4266,Harkor'sCamp,Harkor's Camp,571
4267,VordrassilPass,Vordrassil Pass,571
4268,Ruuna'sCamp,Ruuna's Camp,571
4269,ShrineofScales,Shrine of Scales,571
4270,Drak'atalPassage,Drak'atal Passage,571
4271,UtgardePinnacle,Utgarde Pinnacle,571
4272,HallsofLightning,Halls of Lightning,602
4273,Ulduar,Ulduar,603
4275,TheArgentStand,The Argent Stand,571
4276,AltarofSseratus,Altar of Sseratus,571
4277,AzjolNerub,Azjol-Nerub,601
4278,Drak'SotraFields,Drak'Sotra Fields,571
4279,Drak'Sotra,Drak'Sotra,571
4280,Drak'Agal,Drak'Agal,571
4281,AcherusTheEbonHold,Acherus: The Ebon Hold,0
4282,TheAvalanche,The Avalanche,571
4283,TheLostLands,The Lost Lands,571
4284,NesingwaryBaseCamp,Nesingwary Base Camp,571
4285,TheSeabreachFlow,The Seabreach Flow,571
4286,TheBonesofNozronn,The Bones of Nozronn,571
4287,Kartak'sHold,Kartak's Hold,571
4288,SparkspeakerHaven,Sparktouched Haven,571
4289,ThePathoftheLifewarden,The Path of the Lifewarden,571
4290,River'sHeart,River's Heart,571
4291,RainspeakerCanopy,Rainspeaker Canopy,571
4292,FrenzyheartHill,Frenzyheart Hill,571
4293,WildgrowthMangal,Wildgrowth Mangal,571
4294,Heb'Valok,Heb'Valok,571
4295,TheSunderedShard,The Sundered Shard,571
4296,TheLifebloodPillar,The Lifeblood Pillar,571
4297,MosswalkerVillage,Mosswalker Village,571
4298,Plaguelands:TheScarletEnclave,Plaguelands: The Scarlet Enclave,609
4299,Kolramas,Kolramas,571
4300,Waygate,Waygate,571
4302,TheSkyreachPillar,The Skyreach Pillar,571
4303,HardknuckleClearing,Hardknuckle Clearing,571
4304,SapphireHive,Sapphire Hive,571
4306,MistwhisperRefuge,Mistwhisper Refuge,571
4307,TheGlimmeringPillar,The Glimmering Pillar,571
4308,SpearbornEncampment,Spearborn Encampment,571
4309,Drak'TharonKeep,Drak'Tharon Keep,571
4310,Zeramas,Zeramas,571
4311,ReliquaryofAgony,Reliquary of Agony,571
4312,EbonWatch,Ebon Watch,571
4313,Thrym'sEnd,Thrym's End,571
4314,Voltarus,Voltarus,571
4315,ReliquaryofPain,Reliquary of Pain,571
4316,RageclawDen,Rageclaw Den,571
4317,Light'sBreach,Light's Breach,571
4318,PoolsofZha'Jin,Pools of Zha'Jin,571
4319,Zim'Abwa,Zim'Abwa,571
